AAID,ID10,ETAG,YRREC,PEN,RGRP,LOT,BAND,TRT,BPEN,BGRP,STUDY,STUDYTRT
AA112005450456,2005450456,T0456,2011,62T,0,.,2,.,,,Targ,
AA112005450460,2005450460,T0460,2011,41T,7,.,D,L,,,Life,
AA112005450494,2005450494,T0494,2011,61T,0,.,2,.,,,Targ,
AA112005450498,2005450498,T0498,2011,43T,7,.,1,L,35,1,Life,
AA112005450537,2005450537,T0537,2011,66T,0,.,,.,,,Targ,
AA112005450541,2005450541,T0541,2011,41T,I,.,,.,,,Ida,
AA112005450572,2005450572,T0572,2011,e.2,I,OVX,D,.,Ovx,O,Ida,
AA112005450577,2005450577,T0577,2011,62T,0,SPG,2,.,26,1,Targ,
AA112005450582,2005450582,T0582,2011,62T,0,SPG,2,.,,,Targ,
AA112005450599,2005450599,T0599,2011,63T,0,.,2,.,,,Targ,
AA112005450601,2005450601,T0601,2011,63T,0,SPG,,.,,,Targ,
AA112005450627,2005450627,T0627,2011,64T,0,SPG,1,.,29,1,Targ,
AA112005450657,2005450657,T0657,2011,43T,7,.,1,L,27,1,Life,
AA112005450691,2005450691,T0691,2011,66T,0,OVX,D,.,Ovx,O,Targ,
AA112005450695,2005450695,T0695,2011,63T,0,SPG,2,.,,,Targ,
AA112005450714,2005450714,T0714,2011,41T,7,.,,L,,,Life,
AA112005450725,2005450725,T0725,2011,e.1,I,.,2,.,,,Ida,
AA112005450751,2005450751,T0751,2011,e.0,I,.,,.,,,Ida,
AA112006450772,2006450772,T0772,2011,e43,7,WSW,1,L,28,1,Life,
AA112006450774,2006450774,T0774,2011,67,0,.,H,.,29,1,Targ,
AA112006450780,2006450780,T0780,2011,66,I,.,1,.,,,Ida,
AA112006450785,2006450785,T0785,2011,62,0,SPG,2,.,29,1,Targ,
AA112006450787,2006450787,T0787,2011,67,0,.,2,.,,,Targ,
AA112006450788,2006450788,T0788,2011,67,0,.,1,.,29,1,Targ,
AA112006450798,2006450798,T0798,2011,66,0,SPH,1,.,26,1,Targ,
AA112006450799,2006450799,T0799,2011,67,0,.,2,.,,,Targ,
AA112006450801,2006450801,T0801,2011,62,0,SPH,2,.,29,1,Targ,
AA112006450803,2006450803,T0803,2011,65,0,.,2,.,25,1,Targ,
AA112006450805,2006450805,T0805,2011,65,0,.,2,.,32,1,Targ,
AA112006450826,2006450826,T0826,2011,65,0,SPG,1,.,,,Targ,
AA112006450845,2006450845,T0845,2011,51,I,.,1,.,31,1,Ida,
AA112006450846,2006450846,T0846,2011,51,I,.,,.,,,Ida,
AA112006450850,2006450850,T0850,2011,61,0,SPH,1,.,,,Targ,
AA112006450852,2006450852,T0852,2011,e41,7,WSW,1,L,34,1,Life,
AA112006450857,2006450857,T0857,2011,61,0,.,1,.,,,Targ,
AA112006450880,2006450880,T0880,2011,63,0,.,2,.,34,1,Targ,
AA112006450882,2006450882,T0882,2011,66,I,.,,.,,,Ida,
AA112006450883,2006450883,T0883,2011,64,0,.,,.,,,Targ,
AA112006450885,2006450885,T0885,2011,65,0,SPH,2,.,27,1,Targ,
AA112006450891,2006450891,T0891,2011,64,0,.,,.,,,Targ,
AA112006450894,2006450894,T0894,2011,51,I,.,D,.,,,Ida,
AA112006450902,2006450902,T0902,2011,64,0,SPG,,.,,,Targ,
AA112006450911,2006450911,T0911,2011,65,0,.,2,.,25,1,Targ,
AA112006450924,2006450924,T0924,2011,65,0,SPH,2,.,29,1,Targ,
AA112006450925,2006450925,T0925,2011,51,I,.,1,.,35,1,Ida,
AA112006450933,2006450933,T0933,2011,51,I,.,D,.,,,Ida,
AA112006450938,2006450938,T0938,2011,e42,7,WSW,2,L,34,1,Life,
AA112006450954,2006450954,T0954,2011,62,0,.,2,.,32,1,Targ,
AA112006450957,2006450957,T0957,2011,67,0,.,1,.,26,1,Targ,
AA112006450986,2006450986,T0986,2011,65,0,SPG,2,.,27,1,Targ,
AA112006450989,2006450989,T0989,2011,64,0,SPG,,.,,,Targ,
AA112006451003,2006451003,T1003,2011,63,0,.,1,.,,,Targ,
AA112006451005,2006451005,T1005,2011,61,0,.,1,.,,,Targ,
AA112006451006,2006451006,T1006,2011,61,0,.,2,.,,,Targ,
AA112006451044,2006451044,T1044,2011,64,0,SPH,1,.,,,Targ,
AA112006451047,2006451047,T1047,2011,51,I,.,1,.,,,Ida,
AA112006451051,2006451051,T1051,2011,61,0,.,H,.,,,Targ,
AA112006451056,2006451056,T1056,2011,62,0,SPG,1,.,,,Targ,
AA112006451058,2006451058,T1058,2011,63,0,.,1,.,34,1,Targ,
AA112006451065,2006451065,T1065,2011,62,0,SPG,H,.,27,1,Targ,
AA112006451079,2006451079,T1079,2011,67,0,SPG,1,.,,,Targ,
AA112006451087,2006451087,T1087,2011,64,0,.,2,.,25,1,Targ,
AA112006451089,2006451089,T1089,2011,62,0,SPG,2,.,26,1,Targ,
AA112006451090,2006451090,T1090,2011,62,0,SPG,1,.,28,1,Targ,
AA112006451091,2006451091,T1091,2011,64,I,.,2,.,31,1,Ida,
AA112006451093,2006451093,T1093,2011,61,0,.,1,.,,,Targ,
AA112006451108,2006451108,T1108,2011,61,I,.,1,.,,,Ida,
AA112006451110,2006451110,T1110,2011,51,I,.,2,.,29,1,Ida,
AA112006451122,2006451122,T1122,2011,e42,7,WSW,1,L,31,1,Life,
AA112006451129,2006451129,T1129,2011,51,I,.,1,.,,,Ida,
AA112006451130,2006451130,T1130,2011,67,0,SPH,2,.,31,1,Targ,
AA112006451145,2006451145,T1145,2011,63,0,SPH,D,.,,,Targ,
AA112006451155,2006451155,T1155,2011,65,0,.,2,.,29,1,Targ,
AA112006451162,2006451162,T1162,2011,e41,7,WSW,1,L,,,Life,
AA112006451171,2006451171,T1171,2011,67,0,SPG,2,.,29,1,Targ,
AA112006451234,2006451234,T1234,2011,e42,7,WSW,,L,,,Life,
AA112006451243,2006451243,T1243,2011,e41,7,VAL,D,L,V2,5,Life,
AA112006451258,2006451258,T1258,2011,e41,0,.,1,.,,,Targ,
AA112006451264,2006451264,T1264,2011,e43,0,VAL,D,.,V1,5,Targ,
AA112007451274,2007451274,T1274,2011,56,0,.,1,.,28,1,Targ,
AA112007451293,2007451293,T1293,2011,56,0,.,1,.,26,1,Targ,
AA112007451294,2007451294,T1294,2011,53,7,.,,L,,,Life,
AA112007451296,2007451296,T1296,2011,53,I,.,,.,,,Ida,
AA112007451297,2007451297,T1297,2011,53,I,.,1,.,25,1,Ida,
AA112007451299,2007451299,T1299,2011,58,0,.,1,.,27,1,Targ,
AA112007451300,2007451300,T1300,2011,57,7,.,2,L,,,Life,
AA112007451302,2007451302,T1302,2011,53,I,.,2,.,35,1,Ida,
AA112007451305,2007451305,T1305,2011,51,7,.,H,L,30,1,Life,
AA112007451307,2007451307,T1307,2011,57,7,.,2,L,,,Life,
AA112007451313,2007451313,T1313,2011,55,7,.,2,L,32,1,Life,
AA112007451331,2007451331,T1331,2011,53,0,.,1,.,35,1,Targ,
AA112007451333,2007451333,T1333,2011,55,I,.,1,.,,,Ida,
AA112007451334,2007451334,T1334,2011,54,0,.,,.,,,Targ,
AA112007451336,2007451336,T1336,2011,52,0,.,1,.,,,Targ,
AA112007451343,2007451343,T1343,2011,55,0,.,,.,,,Targ,
AA112007451350,2007451350,T1350,2011,55,I,.,2,.,,,Ida,
AA112007451358,2007451358,T1358,2011,52,I,.,1,.,,,Ida,
AA112007451359,2007451359,T1359,2011,52,I,.,2,.,34,1,Ida,
AA112007451363,2007451363,T1363,2011,58,0,.,D,.,,,Targ,
AA112007451376,2007451376,T1376,2011,58,0,.,1,.,31,1,Targ,
AA112007451379,2007451379,T1379,2011,52,7,.,2,L,,,Life,
AA112007451380,2007451380,T1380,2011,52,7,.,H,L,26,1,Life,
AA112007451382,2007451382,T1382,2011,54,0,.,1,.,,,Targ,
AA112007451385,2007451385,T1385,2011,56,0,.,1,.,26,1,Targ,
AA112007451398,2007451398,T1398,2011,55,0,.,1,.,35,1,Targ,
AA112007451399,2007451399,T1399,2011,59,0,.,1,.,31,1,Targ,
AA112007451409,2007451409,T1409,2011,55,0,.,D,.,,,Targ,
AA112007451421,2007451421,T1421,2011,57,0,.,D,.,27,1,Targ,
AA112007451422,2007451422,T1422,2011,57,0,.,2,.,29,1,Targ,
AA112007451431,2007451431,T1431,2011,59,0,.,2,.,,,Targ,
AA112007451433,2007451433,T1433,2011,53,I,.,D,.,35,1,Ida,
AA112007451454,2007451454,T1454,2011,59,7,.,,L,,,Life,
AA112007451455,2007451455,T1455,2011,59,7,.,1,L,,,Life,
AA112007451464,2007451464,T1464,2011,e23,0,.,,.,,,Targ,
AA112007451473,2007451473,T1473,2011,52,I,.,2,.,,,Ida,
AA112007451492,2007451492,T1492,2011,55,7,.,,L,,,Life,
AA112007451494,2007451494,T1494,2011,51,I,.,1,.,,,Ida,
AA112007451507,2007451507,T1507,2011,57,0,.,2,.,32,1,Targ,
AA112007451509,2007451509,T1509,2011,51,I,.,1,.,,,Ida,Spurge
AA112007451510,2007451510,T1510,2011,57,0,.,1,.,,,Targ,
AA112007451518,2007451518,T1518,2011,51,0,.,1,.,31,1,Targ,
AA112007451520,2007451520,T1520,2011,58,0,OVX,D,.,Ovx,O,Targ,
AA112007451522,2007451522,T1522,2011,53,0,.,2,.,27,1,Targ,
AA112007451532,2007451532,T1532,2011,e24,I,.,1,.,27,1,Ida,
AA112007451537,2007451537,T1537,2011,59,0,.,2,.,33,1,Targ,
AA112007451538,2007451538,T1538,2011,54,0,.,2,.,27,1,Targ,
AA112007451541,2007451541,T1541,2011,57,0,.,1,.,25,1,Targ,
AA112007451548,2007451548,T1548,2011,52,I,.,2,.,26,1,Ida,
AA112007451566,2007451566,T1566,2011,e25,0,.,2,.,25,1,Targ,
AA112007451598,2007451598,T1598,2011,57,0,.,2,.,32,1,Targ,
AA112007451599,2007451599,T1599,2011,57,0,.,,.,,,Targ,
AA112007451608,2007451608,T1608,2011,54,0,.,D,.,,,Targ,
AA112007451609,2007451609,T1609,2011,51,I,.,,.,,,Ida,
AA112007451622,2007451622,T1622,2011,55,0,.,1,.,34,1,Targ,
AA112007451625,2007451625,T1625,2011,54,0,.,2,.,28,1,Targ,
AA112007451633,2007451633,T1633,2011,51,7,.,2,L,35,1,Life,
AA112007451647,2007451647,T1647,2011,51,I,.,2,.,34,1,Ida,
AA112007451652,2007451652,T1652,2011,e24,0,.,D,.,,,Targ,
AA112007451654,2007451654,T1654,2011,52,I,.,D,.,34,1,Ida,
AA112007451659,2007451659,T1659,2011,51,7,.,2,L,,,Life,
AA112007451660,2007451660,T1660,2011,51,7,.,2,L,,,Life,
AA112007451661,2007451661,T1661,2011,52,I,.,,.,,,Ida,
AA112007451669,2007451669,T1669,2011,53,0,.,1,.,25,1,Targ,
AA112007451670,2007451670,T1670,2011,53,0,.,1,.,32,1,Targ,
AA112007451695,2007451695,T1695,2011,56,0,.,1,.,,,Targ,
AA112007451700,2007451700,T1700,2011,58,7,.,D,L,28,1,Life,
AA112007451704,2007451704,T1704,2011,57,7,.,1,L,,,Life,
AA112007451708,2007451708,T1708,2011,51,I,.,2,.,30,1,Ida,
AA112007451712,2007451712,T1712,2011,54,0,.,2,.,33,1,Targ,
AA112007451713,2007451713,T1713,2011,54,0,.,2,.,,,Targ,
AA112007451732,2007451732,T1732,2011,52,0,.,D,.,,,Targ,
AA112007451738,2007451738,T1738,2011,57,0,.,D,.,,,Targ,
AA112007451740,2007451740,T1740,2011,57,7,.,,L,,,Life,
AA112007451769,2007451769,T1769,2011,54,0,.,1,.,33,1,Targ,
AA112007451781,2007451781,T1781,2011,e25,0,.,1,.,35,1,Targ,
AA112007451785,2007451785,T1785,2011,52,0,.,2,.,28,1,Targ,
AA112007451787,2007451787,T1787,2011,53,0,.,1,.,35,1,Targ,
AA112007451790,2007451790,T1790,2011,54,0,.,2,.,30,1,Targ,
AA112007451809,2007451809,T1809,2011,55,0,.,2,.,35,1,Targ,
AA112007451825,2007451825,T1825,2011,e24,0,.,1,.,32,1,Targ,
AA112007451828,2007451828,T1828,2011,e23,0,.,2,.,26,1,Targ,
AA112007451832,2007451832,T1832,2011,e25,7,.,D,L,27,1,Life,
AA112007451843,2007451843,T1843,2011,e21,7,.,,L,,,Life,
AA112008451852,2008451852,T1852,2011,T58,,.,2,,35,1,,
AA112008451861,2008451861,T1861,2011,T53,,.,D,,32,1,,
AA112008451869,2008451869,T1869,2011,T52,,.,1,,30,1,,
AA112008451871,2008451871,T1871,2011,T54,,.,1,,34,1,,
AA112008451876,2008451876,T1876,2011,T58,,.,D,,25,1,,
AA112008451880,2008451880,T1880,2011,T51,,.,2,,33,1,,
AA112008451885,2008451885,T1885,2011,T52,,.,1,,,,,
AA112008451890,2008451890,T1890,2011,T53,,.,1,,25,1,,
AA112008451905,2008451905,T1905,2011,T51,,.,1,,,,,
AA112008451908,2008451908,T1908,2011,T53,,.,2,,25,1,,
AA112008451911,2008451911,T1911,2011,T59,,.,,,,,,
AA112008451912,2008451912,T1912,2011,T59,,.,2,,31,1,,
AA112008451919,2008451919,T1919,2011,T52,,.,1,,,,,
AA112008451921,2008451921,T1921,2011,T57,,.,1,,33,1,,
AA112008451923,2008451923,T1923,2011,T53,,,M,,,,,
AA112008451926,2008451926,T1926,2011,T52,,,,,,,,
AA112008451927,2008451927,T1927,2011,T54,,.,2,,,,,
AA112008451929,2008451929,T1929,2011,T51,,.,1,,31,1,,
AA112008451930,2008451930,T1930,2011,T57,,.,H,,26,1,,
AA112008451931,2008451931,T1931,2011,T55,,.,1,,25,1,,
AA112008451933,2008451933,T1933,2011,T56,,.,D,,26,1,,
AA112008451943,2008451943,T1943,2011,T53,,.,D,,,,,
AA112008451952,2008451952,T1952,2011,T55,,.,2,,32,1,,
AA112008451954,2008451954,T1954,2011,T55,,.,1,,,,,
AA112008451957,2008451957,T1957,2011,T53,,.,2,,32,1,,
AA112008451961,2008451961,T1961,2011,T53,,.,H,,25,1,,
AA112008451977,2008451977,T1977,2011,T51,,.,1,,,,,
AA112008451980,2008451980,T1980,2011,e.1,,.,,,,,,
AA112008451981,2008451981,T1981,2011,T55,,.,1,,35,1,,
AA112008451989,2008451989,T1989,2011,T51,,.,2,,26,1,,
AA112008451991,2008451991,T1991,2011,T59,,.,2,,31,1,,
AA112008451998,2008451998,T1998,2011,T53,,.,1,,35,1,,
AA112008452002,2008452002,T2002,2011,T54,,.,2,,34,1,,
AA112008452003,2008452003,T2003,2011,T53,,.,1,,32,1,,
AA112008452010,2008452010,T2010,2011,T55,,.,,,,,,
AA112008452011,2008452011,T2011,2011,T55,,.,2,,32,1,,
AA112008452012,2008452012,T2012,2011,T53,,.,H,,,,,
AA112008452017,2008452017,T2017,2011,T58,,.,1,,,,,
AA112008452019,2008452019,T2019,2011,T54,,.,2,,34,1,,
AA112008452023,2008452023,T2023,2011,T51,,.,,,,,,
AA112008452027,2008452027,T2027,2011,T54,,.,D,,26,1,,
AA112008452039,2008452039,T2039,2011,T52,,.,1,,25,1,,
AA112008452041,2008452041,T2041,2011,T56,,.,1,,26,1,,
AA112008452043,2008452043,T2043,2011,T53,,.,1,,25,1,,
AA112008452044,2008452044,T2044,2011,T53,,,,,,,,
AA112008452047,2008452047,T2047,2011,T58,,.,2,,,,,
AA112008452049,2008452049,T2049,2011,T57,,.,D,,32,1,,
AA112008452054,2008452054,T2054,2011,T54,,.,,,,,,
AA112008452062,2008452062,T2062,2011,T56,,.,1,,28,1,,
AA112008452065,2008452065,T2065,2011,T51,,.,2,,27,1,,
AA112008452071,2008452071,T2071,2011,T53,,.,2,,25,1,,
AA112008452075,2008452075,T2075,2011,T53,,.,1,,32,1,,
AA112008452080,2008452080,T2080,2011,T53,,.,D,,,,,
AA112008452081,2008452081,T2081,2011,T59,,.,2,,,,,
AA112008452083,2008452083,T2083,2011,T59,,.,,,,,,
AA112008452084,2008452084,T2084,2011,T59,,.,2,,31,1,,
AA112008452085,2008452085,T2085,2011,T55,,.,D,,,,,
AA112008452089,2008452089,T2089,2011,T56,,.,2,,34,1,,
AA112008452092,2008452092,T2092,2011,T54,,.,1,,34,1,,
AA112008452098,2008452098,T2098,2011,T58,,VAL,H,,V1,5,,
AA112008452100,2008452100,T2100,2011,T57,,.,2,,34,1,,
AA112008452104,2008452104,T2104,2011,T55,,.,2,,27,1,,
AA112008452113,2008452113,T2113,2011,T54,,.,,,,,,
AA112008452114,2008452114,T2114,2011,T58,,.,D,,,,,
AA112008452117,2008452117,T2117,2011,T53,,.,1,,34,1,,
AA112008452119,2008452119,T2119,2011,T57,,.,1,,,,,
AA112008452121,2008452121,T2121,2011,T57,,.,1,,28,1,,
AA112008452122,2008452122,T2122,2011,T57,,.,1,,33,1,,
AA112008452125,2008452125,T2125,2011,T57,,.,D,,31,1,,
AA112008452132,2008452132,T2132,2011,T57,,.,D,,,,,
AA112008452137,2008452137,T2137,2011,T52,,.,1,,35,1,,
AA112008452138,2008452138,T2138,2011,T52,,.,1,,25,1,,
AA112008452144,2008452144,T2144,2011,T57,,.,,,,,,
AA112008452145,2008452145,T2145,2011,T57,,.,1,,26,1,,
AA112008452146,2008452146,T2146,2011,T56,,.,1,,,,,
AA112008452148,2008452148,T2148,2011,T57,,.,2,,30,1,,
AA112008452149,2008452149,T2149,2011,T57,,.,D,,30,1,,
AA112008452151,2008452151,T2151,2011,T51,,.,2,,28,1,,
AA112008452153,2008452153,T2153,2011,T51,,.,1,,27,1,,
AA112008452154,2008452154,T2154,2011,T58,,.,D,,32,1,,
AA112008452162,2008452162,T2162,2011,T57,,.,2,,,,,
AA112008452164,2008452164,T2164,2011,T59,,VAL,H,,V1,5,,
AA112008452166,2008452166,T2166,2011,T51,,.,D,,29,1,,
AA112008452168,2008452168,T2168,2011,T54,,.,2,,25,1,,
AA112008452170,2008452170,T2170,2011,T52,,.,1,,33,1,,
AA112008452173,2008452173,T2173,2011,T52,,.,2,,33,1,,
AA112008452175,2008452175,T2175,2011,T51,,.,,,,,,
AA112008452176,2008452176,T2176,2011,T57,,.,2,,30,1,,
AA112008452185,2008452185,T2185,2011,T57,,.,D,,30,1,,
AA112008452192,2008452192,T2192,2011,T55,,.,2,,32,1,,
AA112008452201,2008452201,T2201,2011,T53,,.,2,,30,1,,
AA112008452202,2008452202,T2202,2011,T55,,.,1,,32,1,,
AA112008452210,2008452210,T2210,2011,T58,,.,1,,25,1,,
AA112008452211,2008452211,T2211,2011,T58,,.,2,,,,,
AA112008452212,2008452212,T2212,2011,T53,,.,1,,32,1,,
AA112008452217,2008452217,T2217,2011,T59,,.,1,,31,1,,
AA112008452218,2008452218,T2218,2011,T51,,.,1,,33,1,,
AA112008452224,2008452224,T2224,2011,T58,,,,,,,,
AA112008452234,2008452234,T2234,2011,T53,,.,2,,25,1,,
AA112008452237,2008452237,T2237,2011,T57,,.,1,,34,1,,
AA112008452248,2008452248,T2248,2011,T53,,.,1,,32,1,,
AA112008452251,2008452251,T2251,2011,T58,,.,1,,25,1,,
AA112008452281,2008452281,T2281,2011,T59,,,,,,,,
AA112008452293,2008452293,T2293,2011,T52,,VAL,H,,V2,5,,
AA112008452296,2008452296,T2296,2011,T56,,.,2,,28,1,,
AA112008452297,2008452297,T2297,2011,T53,,.,,,,,,
AA112008452300,2008452300,T2300,2011,T58,,.,2,,30,1,,
AA112008452301,2008452301,T2301,2011,T58,,.,D,,35,1,,
AA112008452303,2008452303,T2303,2011,T58,,.,2,,30,1,,
AA112008452306,2008452306,T2306,2011,T58,,.,1,,35,1,,
AA112008452308,2008452308,T2308,2011,T54,,.,D,,26,1,,
AA112008452317,2008452317,T2317,2011,T51,,OVX,D,,Ovx,O,,
AA112008452319,2008452319,T2319,2011,T52,,.,1,,26,1,,
AA112008452326,2008452326,T2326,2011,T58,,.,2,,34,1,,
AA112008452330,2008452330,T2330,2011,T56,,.,2,,33,1,,
AA112008452331,2008452331,T2331,2011,T56,,.,1,,34,1,,
AA112008452332,2008452332,T2332,2011,T53,,.,2,,25,1,,
AA112008452334,2008452334,T2334,2011,T52,,.,2,,34,1,,
AA112008452335,2008452335,T2335,2011,T52,,.,1,,33,1,,
AA112004449806,2004449806,T9806,2011,61,0,SPG,2,.,,,Targ,
AA112004449812,2004449812,T9812,2011,44T,0,.,1,.,,,Targ,
AA112004449823,2004449823,T9823,2011,41T,I,.,1,.,,,Ida,
AA112004449826,2004449826,T9826,2011,41T,I,.,,.,,,Ida,
AA112004449842,2004449842,T9842,2011,44T,0,.,,.,,,Targ,
AA112004449898,2004449898,T9898,2011,43T,I,.,,.,,,Ida,
AA112004449902,2004449902,T9902,2011,41T,I,.,2,.,,,Ida,
AA112004449918,2004449918,T9918,2011,62,0,SPG,,.,,,Targ,
AA112004449945,2004449945,T9945,2011,44T,0,.,2,.,,,Targ,
AA112004449955,2004449955,T9955,2011,62,0,OVX,D,.,Ovx,O,Targ,
AA112004449988,2004449988,T9988,2011,63,0,SPG,D,.,,,Targ,
AA112003820145,2003820145,X0145,2011,971,0,.,H,.,,,Term,
AA112003820346,2003820346,X0346,2011,51N,7,RN,H,X,,,CxP,
AA112003820512,2003820512,X0512,2011,51N,7,RN,D,X,,,CxP,
AA112003820617,2003820617,X0617,2011,-5-,0,OVX,D,X,Ovx,O,ISO,
AA112003820660,2003820660,X0660,2011,51N,7,RN,H,X,,,CxP,
AA112004820915,2004820915,X0915,2011,972,0,.,,.,,,Term,
AA112004821054,2004821054,X1054,2011,973,0,.,,.,,,Term,
AA112004821167,2004821167,X1167,2011,971,0,.,D,.,,,Term,
AA112004821393,2004821393,X1393,2011,972,0,.,H,.,,,Term,
AA112004821436,2004821436,X1436,2011,972,0,.,H,.,,,Term,
AA112004821523,2004821523,X1523,2011,972,0,.,,.,,,Term,
AA112005822252,2005822252,X2252,2011,972,0,.,,.,,,Term,
AA112005822271,2005822271,X2271,2011,975,0,.,H,.,,,Term,
AA112005822273,2005822273,X2273,2011,975,0,.,H,.,,,Term,
AA112005822297,2005822297,X2297,2011,972,0,.,H,.,,,Term,
AA112005822321,2005822321,X2321,2011,972,0,.,D,.,,,Term,
AA112005822326,2005822326,X2326,2011,971,0,.,H,.,21,1,Term,
AA112005822422,2005822422,X2422,2011,972,0,.,H,.,14,1,Term,
AA112005822434,2005822434,X2434,2011,972,0,.,H,.,,,Term,
AA112005822500,2005822500,X2500,2011,973,0,.,H,.,24,1,Term,
AA112005822544,2005822544,X2544,2011,972,0,.,H,.,24,1,Term,
AA112005822568,2005822568,X2568,2011,973,0,VAL,H,.,,,Term,
AA112005822621,2005822621,X2621,2011,975,0,.,H,.,20,1,Term,
AA112005822678,2005822678,X2678,2011,972,0,.,H,.,21,1,Term,
AA112005822737,2005822737,X2737,2011,972,0,.,H,.,15,1,Term,
AA112006822995,2006822995,X2995,2011,15,0,VAL,H,.,V1,5,Term,
AA112006823011,2006823011,X3011,2011,12,0,SxC,2,.,36,1,Term,
AA112006823090,2006823090,X3090,2011,22,0,TxC,1,.,,,Term,
AA112006823102,2006823102,X3102,2011,18,0,.,H,.,6,1,Term,
AA112006823123,2006823123,X3123,2011,13,0,.,H,.,23,1,Term,
AA112006823133,2006823133,X3133,2011,17,0,SxC,1,.,37,1,Term,
AA112006823154,2006823154,X3154,2011,17,0,.,H,.,,,Term,
AA112006823201,2006823201,X3201,2011,BLK,1,BLK,1,X,,,BLK,
AA112006823217,2006823217,X3217,2011,BLK,1,BLK,1,X,,,BLK,
AA112006823244,2006823244,X3244,2011,18,0,.,H,.,V2,5,Term,
AA112006823252,2006823252,X3252,2011,15,0,SxC,2,.,37,1,Term,
AA112006823254,2006823254,X3254,2011,17,0,SxC,2,.,,,Term,
AA112006823317,2006823317,X3317,2011,12,0,SxC,2,.,36,1,Term,
AA112006823386,2006823386,X3386,2011,18,0,SxC,2,.,36,1,Term,
AA112006823387,2006823387,X3387,2011,18,0,SxC,2,.,37,1,Term,
AA112006823392,2006823392,X3392,2011,05,1,BLK,2,X,13,1,BLK,
AA112006823400,2006823400,X3400,2011,12,0,.,H,.,24,1,Term,
AA112006823420,2006823420,X3420,2011,18,0,SxC,2,.,36,1,Term,
AA112006823433,2006823433,X3433,2011,18,0,.,H,.,21,1,Term,
AA112006823470,2006823470,X3470,2011,13,0,SxC,1,.,37,1,Term,
AA112006823476,2006823476,X3476,2011,14,0,SxC,1,.,36,1,Term,
AA112006823477,2006823477,X3477,2011,14,0,SxC,2,.,,,Term,
AA112006823481,2006823481,X3481,2011,23,0,TxC,1,.,22,1,Term,
AA112006823552,2006823552,X3552,2011,19,0,.,H,.,V1,5,Term,
AA112006823584,2006823584,X3584,2011,BLK,1,BLK,1,X,13,1,BLK,
AA112006823725,2006823725,X3725,2011,17,0,SxC,,.,,,Term,
AA112006823838,2006823838,X3838,2011,26,0,.,D,.,,,Term,
AA112007824308,2007824308,X4308,2011,15,0,.,H,.,16,1,Term,
AA112007824317,2007824317,X4317,2011,17,0,.,,.,,,Term,
AA112007824322,2007824322,X4322,2011,21,0,TxC,1,.,24,1,Term,
AA112007824327,2007824327,X4327,2011,18,0,.,H,.,23,1,Term,
AA112007824377,2007824377,X4377,2011,e44,0,.,D,.,22,1,Term,
AA112007824394,2007824394,X4394,2011,12,0,.,H,.,,,Term,
AA112007824404,2007824404,X4404,2011,13,0,.,H,.,V1,5,Term,
AA112007824412,2007824412,X4412,2011,47,1,BLK,2,X,,,BLK,
AA112007824427,2007824427,X4427,2011,46,0,.,H,.,,,Term,
AA112007824446,2007824446,X4446,2011,13,0,SxC,2,.,37,1,Term,
AA112007824449,2007824449,X4449,2011,19,0,.,H,.,14,1,Term,
AA112007824450,2007824450,X4450,2011,19,0,.,H,.,21,1,Term,
AA112007824486,2007824486,X4486,2011,08,0,CxS,1,.,V1,5,Term,
AA112007824487,2007824487,X4487,2011,08,0,CxS,1,.,36,1,Term,
AA112007824493,2007824493,X4493,2011,29,0,TxC,1,.,23,1,Term,
AA112007824494,2007824494,X4494,2011,29,0,TxC,,.,,,Term,
AA112007824527,2007824527,X4527,2011,17,0,.,H,.,21,1,Term,
AA112007824539,2007824539,X4539,2011,14,0,.,H,.,16,1,Term,
AA112007824598,2007824598,X4598,2011,17,0,.,H,.,23,1,Term,
AA112007824599,2007824599,X4599,2011,47,0,.,H,.,,,Term,
AA112007824614,2007824614,X4614,2011,03,0,CxS,1,.,37,1,Term,
AA112007824630,2007824630,X4630,2011,e03,0,CTS,2,.,,,Term,Spurge
AA112007824632,2007824632,X4632,2011,e01,0,CTS,2,.,8,1,Term,
AA112007824679,2007824679,X4679,2011,22,0,TxC,1,.,21,1,Term,
AA112007824683,2007824683,X4683,2011,18,0,SxC,2,.,36,1,Term,
AA112007824684,2007824684,X4684,2011,18,0,SxC,1,.,37,1,Term,
AA112007824729,2007824729,X4729,2011,13,0,SxC,1,.,,,Term,
AA112007824742,2007824742,X4742,2011,22,0,VAS,M,.,,,TxS,
AA112007824754,2007824754,X4754,2011,47,0,.,H,.,,,Term,
AA112007824756,2007824756,X4756,2011,46,0,.,H,.,,,Term,
AA112007824776,2007824776,X4776,2011,16,0,.,H,.,21,1,Term,
AA112007824796,2007824796,X4796,2011,46,1,BLK,2,X,13,1,BLK,
AA112007824797,2007824797,X4797,2011,06,0,CxS,1,.,37,1,Term,
AA112007824826,2007824826,X4826,2011,15,0,.,H,.,5,1,Term,
AA112007824847,2007824847,X4847,2011,e46,0,STC,1,.,10,1,Term,
AA112007824863,2007824863,X4863,2011,26,0,VAS,M,.,,,TxC,
AA112007824867,2007824867,X4867,2011,e45,0,VAL,H,.,V2,5,Term,
AA112007824910,2007824910,X4910,2011,01,0,CxS,1,.,37,1,Term,
AA112007824912,2007824912,X4912,2011,01,0,CxS,2,.,36,1,Term,
